pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Europe	Japan	chr1	2480001	2500000	0.0046269530884313	19152	105275	22752554	68257750
Europe	Japan	chr1	2500001	2520000	0.0066291559113276	19155	150854	22756140	68268420
Europe	Japan	chr1	2520001	2540000	0.0041053121927994	19660	95884	23356080	70068240
Europe	Japan	chr1	2540001	2560000	0.0032719704716003	19451	75608	23107788	69323364
Europe	Japan	chr1	2560001	2580000	0.0037046942055727	19376	85277	23018634	69056118
Europe	Japan	chr1	2580001	2600000	0.0027585171205745	19461	63776	23119668	69359004
Europe	Japan	chr1	2600001	2620000	0.0035403319364166	19309	81212	22939092	68817276
Europe	Japan	chr1	2620001	2640000	0.0022204784183385	19347	51036	22984236	68952708
Europe	Japan	chr1	2640001	2660000	0.0047831934683362	19196	109080	22804848	68414544
Europe	Japan	chr1	2660001	2680000	0.0030089075890602	19388	69304	23032944	69098832
Europe	Japan	chr1	2680001	2700000	0.004751063752281	19087	107730	22674922	68026502
Europe	Japan	chr1	2700001	2720000	0.0010541516195696	19530	24458	23201596	69604964
Europe	Japan	chr1	2720001	2740000	0.0084096104729735	19036	190177	22614246	67844826
Europe	Japan	chr1	2740001	2760000	0.0077363802878634	18994	174565	22564170	67695318
Europe	Japan	chr1	2760001	2780000	0.000986555292337	19648	23028	23341824	70025472
Europe	Japan	chr1	2780001	2800000	0.0030274076871798	19374	69679	23016061	69049187
Europe	Japan	chr1	2800001	2820000	0.0055120700181747	19040	124679	22619270	67858810
Europe	Japan	chr1	2820001	2840000	0.0021811410841504	19672	50974	23370336	70111008
Europe	Japan	chr1	2840001	2860000	0.0164710059169458	18631	364559	22133378	66401134
Europe	Japan	chr1	2860001	2880000	0.0082069551045934	19123	186446	22718048	68154448
Europe	Japan	chr1	2880001	2900000	0.0048272505577032	19440	111484	23094720	69284160
Europe	Japan	chr1	2900001	2920000	0.0063035837605432	19139	143325	22737066	68211462
Europe	Japan	chr1	2920001	2940000	0.0020333414615329	19552	47230	23227776	69683328
Europe	Japan	chr1	2940001	2960000	0.001926524610979	19639	44948	23331132	69993396
Europe	Japan	chr1	2960001	2980000	0.0052737780673579	19296	120894	22923604	68770988
Europe	Japan	chr1	2980001	3000000	0.0015941122135812	19775	37450	23492700	70478100
Europe	Japan	chr1	3000001	3020000	0.0035802652348821	19546	83136	23220626	69661966
Europe	Japan	chr1	3020001	3040000	0.0027698042034959	19530	64264	23201640	69604920
Europe	Japan	chr1	3040001	3060000	0.0033600413318365	19323	77132	22955670	68867226
Europe	Japan	chr1	3060001	3080000	0.0015925820462548	19794	37450	23515272	70545816
Europe	Japan	chr1	3080001	3100000	0.0084529383009821	19255	193360	22874886	68624874
Europe	Japan	chr1	3100001	3120000	0.0015175916217051	19594	35326	23277672	69833016
Europe	Japan	chr1	3120001	3140000	0.0062952954076179	19444	145418	23099472	69298416
Europe	Japan	chr1	3140001	3160000	0.00079506478699	19815	18716	23540220	70620660
Europe	Japan	chr1	3160001	3180000	0.0010305539568545	19376	23722	23018688	69056064
Europe	Japan	chr1	3180001	3200000	0.0007803504779317	19837	18390	23566334	70699090
Europe	Japan	chr1	3200001	3220000	0.0040579967103081	19598	94480	23282424	69847272
Europe	Japan	chr1	3220001	3240000	0.0090903007474822	18969	204851	22535118	67605570
Europe	Japan	chr1	3240001	3260000	0.0031810898608663	19324	73028	22956912	68870736
Europe	Japan	chr1	3260001	3280000	0.0079406128187042	19061	179810	22644348	67933524
Europe	Japan	chr1	3280001	3300000	0.0217045078710989	18702	482214	22217228	66654676
Europe	Japan	chr1	3300001	3320000	0.0105197104848028	18992	237350	22562408	67687576
Europe	Japan	chr1	3320001	3340000	0.0042494409515783	19263	97246	22884422	68653354
Europe	Japan	chr1	3340001	3360000	0.0056814714969574	19424	131104	23075712	69227136
Europe	Japan	chr1	3360001	3380000	0.0045888314734212	19487	106234	23150556	69451668
Europe	Japan	chr1	3380001	3400000	0.0098136462960325	18936	220765	22495716	67488156
Europe	Japan	chr1	3400001	3420000	0.0057544172978217	19241	131535	22858092	68575140
Europe	Japan	chr1	3420001	3440000	0.0077261656385908	19321	177338	22952912	68860480
Europe	Japan	chr1	3440001	3460000	0.0005690602255053	19944	13483	23693450	71080438
Europe	Japan	chr1	3460001	3480000	0.0054314299321971	19466	125605	23125586	69376846
Europe	Japan	chr1	3480001	3500000	0.0075330205907796	19299	172710	22927058	68781790
Europe	Japan	chr1	3500001	3520000	0.0063325012783219	19040	143238	22619498	67858582
Europe	Japan	chr1	3520001	3540000	0.0036506839303012	19026	82516	22602888	67808664
Europe	Japan	chr1	3540001	3560000	0.0031011065405439	19445	71637	23100464	69302176
Europe	Japan	chr1	3560001	3580000	0.0080708308960388	18664	178953	22172810	66518518
Europe	Japan	chr1	3580001	3600000	0.0042002319215701	19242	96015	22859452	68578532
Europe	Japan	chr1	3600001	3620000	0.0029380069201229	19376	67629	23018666	69056086
Europe	Japan	chr1	3620001	3640000	0.0025748592680164	19378	59276	23021064	69063192
Europe	Japan	chr1	3640001	3660000	0.0022471555214454	19401	51793	23048249	69145303
Europe	Japan	chr1	3660001	3680000	0.0050380426190033	18762	112294	22289212	66867812
Europe	Japan	chr1	3680001	3700000	0.002784812988327	19510	64546	23177858	69533662
Europe	Japan	chr1	3700001	3720000	0.0015834790185192	19743	37140	23454684	70364052
Europe	Japan	chr1	3720001	3740000	0.0034200725544149	19385	78762	23029336	69088184
Europe	Japan	chr1	3740001	3760000	0.0027349850518381	19397	63024	23043636	69130908
Europe	Japan	chr1	3760001	3780000	0.0016196844642742	19574	37664	23253912	69761736
Europe	Japan	chr1	3780001	3800000	0.0035526059136059	19411	81923	23059974	69181098
Europe	Japan	chr1	3800001	3820000	0.0067806076669313	19312	155565	22942634	68827990
Europe	Japan	chr1	3820001	3840000	0.0081742893727628	18975	184263	22541776	67627424
Europe	Japan	chr1	3840001	3860000	0.006859784656564	19275	157080	22898678	68696122
Europe	Japan	chr1	3860001	3880000	0.0047703757153184	19547	110776	23221651	69665693
Europe	Japan	chr1	3880001	3900000	0.0059165542325748	19149	134595	22748883	68247165
Europe	Japan	chr1	3900001	3920000	0.0044280942536781	19293	101492	22920018	68760318
Europe	Japan	chr1	3920001	3940000	0.0086280056577086	18657	191235	22164450	66493614
Europe	Japan	chr1	3940001	3960000	0.0059924529012988	19297	137376	22924836	68774508
Europe	Japan	chr1	3960001	3980000	0.0036868855392263	19147	83864	22746570	68239974
Europe	Japan	chr1	3980001	4000000	0.0084335854424735	18954	189901	22517232	67552176
Europe	Japan	chr1	4000001	4020000	0.0069893597231808	18978	157581	22545842	67637614
Europe	Japan	chr1	4020001	4040000	0.0039496290559369	19233	90244	22848728	68546488
Europe	Japan	chr1	4040001	4060000	0.0059222229318992	18991	133612	22561123	67684109
Europe	Japan	chr1	4060001	4080000	0.0066509553403277	19268	152238	22889644	68671892
Europe	Japan	chr1	4080001	4100000	0.0029140073607498	19340	66952	22975920	68927760
Europe	Japan	chr1	4100001	4120000	0.0021594592603506	19744	50652	23455872	70367616
Europe	Japan	chr1	4120001	4140000	0.0077412642036405	18895	173770	22447238	67341802
Europe	Japan	chr1	4140001	4160000	0.0053024916038614	18907	119102	22461516	67384548
Europe	Japan	chr1	4160001	4180000	0.0059782398443621	19017	135060	22591934	67776850
Europe	Japan	chr1	4180001	4200000	0.0073958371065531	18916	166199	22471966	67416866
Europe	Japan	chr1	4200001	4220000	0.0048713916883547	19140	110767	22738266	68215014
Europe	Japan	chr1	4220001	4240000	0.002819682190043	19535	65438	23207580	69622740
Europe	Japan	chr1	4240001	4260000	0.0080945236103978	19089	183565	22677678	68033250
Europe	Japan	chr1	4260001	4280000	0.003017193725743	19674	70520	23372712	70118136
Europe	Japan	chr1	4280001	4300000	0.0019847814106913	19753	46576	23466564	70399692
Europe	Japan	chr1	4300001	4320000	0.0033196049445312	18647	73538	22152636	66457908
Europe	Japan	chr1	4320001	4340000	0.0034899875591148	19616	81330	23303808	69911424
Europe	Japan	chr1	4340001	4360000	0.000925942203797	19727	21700	23435588	70307116
Europe	Japan	chr1	4360001	4380000	0.005282072547045	19183	120375	22789350	68368266
Europe	Japan	chr1	4380001	4400000	0.0028399606150117	19449	65618	23105250	69316398
Europe	Japan	chr1	4400001	4420000	0.0031014227789991	19435	71608	23088758	69266362
Europe	Japan	chr1	4420001	4440000	0.0012619680144023	19821	29716	23547348	70642044
Europe	Japan	chr1	4440001	4460000	0.0020558253116392	19565	47784	23243220	69729660
Europe	Japan	chr1	4460001	4480000	0.0044861294861294	19240	102540	22857120	68571360
Europe	Japan	chr1	4480001	4500000	0.0018348276775243	19402	42292	23049576	69148728
Europe	Japan	chr1	4500001	4520000	0.0125658780001641	19256	287457	22875998	68628514
Europe	Japan	chr1	4520001	4540000	0.0059882251213367	19343	137606	22979430	68938506
Europe	Japan	chr1	4540001	4560000	0.0078017638283639	19248	178400	22866624	68599872
Europe	Japan	chr1	4560001	4580000	0.0038659970756612	19434	89254	23086929	69263439
Europe	Japan	chr1	4580001	4600000	0.0036924504884377	19538	85706	23211144	69633432
Europe	Japan	chr1	4600001	4620000	0.0039268539727582	19606	91464	23291928	69875784
Europe	Japan	chr1	4620001	4640000	0.0076234219350161	19320	174974	22952160	68856480
Europe	Japan	chr1	4640001	4660000	0.0068898332603876	19317	158112	22948596	68845788
Europe	Japan	chr1	4660001	4680000	0.0036383923678434	19584	84650	23265770	69797398
Europe	Japan	chr1	4680001	4700000	0.0032374430794994	19374	74514	23016312	69048936
Europe	Japan	chr1	4700001	4720000	0.0082907432075706	19177	188882	22782276	68346828
Europe	Japan	chr1	4720001	4740000	0.0036645449393886	19673	85646	23371524	70114572
Europe	Japan	chr1	4740001	4760000	0.0073046451089866	19196	166581	22804804	68414588
Europe	Japan	chr1	4760001	4780000	0.0043526062779786	19269	99638	22891572	68674716
Europe	Japan	chr1	4780001	4800000	0.0029560435220812	19610	68866	23296680	69890040
Europe	Japan	chr1	4800001	4820000	0.0059500757070878	19105	135047	22696686	68090274
Europe	Japan	chr1	4820001	4840000	0.005968238061191	19124	135594	22719268	68157980
Europe	Japan	chr1	4840001	4860000	0.005943945255866	18986	134062	22554380	67667092
Europe	Japan	chr1	4860001	4880000	0.004583236409483	19403	105647	23050742	69152314
Europe	Japan	chr1	4880001	4900000	0.0073711529861842	19373	169648	23015124	69045372
Europe	Japan	chr1	4900001	4920000	0.0062234811021478	19359	143129	22998222	68995746
Europe	Japan	chr1	4920001	4940000	0.0029876566138057	19580	69496	23261040	69783120
Europe	Japan	chr1	4940001	4960000	0.007784147498493	19114	176758	22707432	68122296
Europe	Japan	chr1	4960001	4980000	0.0072843455455281	19240	166499	22857098	68571382
Europe	Japan	chr1	4980001	5000000	0.0040721799087113	19229	93025	22844030	68532178
Europe	Japan	chr1	5000001	5020000	0.0030938688755797	19323	71022	22955724	68867172
Europe	Japan	chr1	5020001	5040000	0.0087280080152556	18564	192487	22053944	66162184
Europe	Japan	chr1	5040001	5060000	0.0063635360789073	19130	144619	22726201	68179559
Europe	Japan	chr1	5060001	5080000	0.006637836658171	19316	152321	22947386	68842246
Europe	Japan	chr1	5080001	5100000	0.0043095704656309	19454	99600	23111352	69334056
Europe	Japan	chr1	5100001	5120000	0.0117428213982095	19181	267584	22787028	68361084
Europe	Japan	chr1	5120001	5140000	0.0045225642528147	19203	103174	22813164	68439492
Europe	Japan	chr1	5140001	5160000	0.00787208788336	17967	168027	21344655	64034529
Europe	Japan	chr1	5160001	5180000	0.0060954210262322	19044	137904	22624196	67872892
Europe	Japan	chr1	5180001	5200000	0.0101716544277847	19256	232684	22875728	68628784
Europe	Japan	chr1	5200001	5220000	0.0050546913469775	19303	115914	22931964	68795892
Europe	Japan	chr1	5220001	5240000	0.0052677063631121	19387	121323	23031466	69095558
Europe	Japan	chr1	5240001	5260000	0.0052717282678817	19238	120484	22854744	68564232
Europe	Japan	chr1	5260001	5280000	0.009467563487972	18683	210131	22194834	66586782
Europe	Japan	chr1	5280001	5300000	0.0066284035933452	19212	151285	22823746	68471678
Europe	Japan	chr1	5300001	5320000	0.0039920938008504	19320	91627	22952116	68856524
Europe	Japan	chr1	5320001	5340000	0.0020801408818815	19762	48836	23477256	70431768
Europe	Japan	chr1	5340001	5360000	0.0057991813354312	19174	132097	22778560	68336288
Europe	Japan	chr1	5360001	5380000	0.003482012398266	19571	80958	23250348	69751044
Europe	Japan	chr1	5380001	5400000	0.0078235157366266	19335	179706	22969980	68909940
Europe	Japan	chr1	5400001	5420000	0.0060069351173192	18952	135246	22514976	67544928
Europe	Japan	chr1	5420001	5440000	0.0054265577255559	19465	125486	23124420	69373260
Europe	Japan	chr1	5440001	5460000	0.0063406395308125	19450	146510	23106502	69319898
Europe	Japan	chr1	5460001	5480000	0.0041829156952503	19579	97294	23259852	69779556
Europe	Japan	chr1	5480001	5500000	0.0018750639508282	19678	43834	23377336	70132520
Europe	Japan	chr1	5500001	5520000	0.0149535643772493	19245	341868	22861974	68590266
Europe	Japan	chr1	5520001	5540000	0.0074245219708923	19412	171218	23061148	69184676
Europe	Japan	chr1	5540001	5560000	0.011831219634014	18714	263033	22232112	66696816
Europe	Japan	chr1	5560001	5580000	0.005184388495804	19447	119775	23103014	69309130
Europe	Japan	chr1	5580001	5600000	0.0027419634465704	19557	63706	23233716	69701148
Europe	Japan	chr1	5600001	5620000	0.0056818539683526	18844	127197	22386531	67160157
Europe	Japan	chr1	5620001	5640000	0.0019247841976038	19676	44992	23375088	70125264
Europe	Japan	chr1	5640001	5660000	0.0070888953686975	19526	164440	23196844	69590708
Europe	Japan	chr1	5660001	5680000	0.0031591529610975	19439	72956	23093532	69280596
Europe	Japan	chr1	5680001	5700000	0.0087187342395661	19109	197926	22701231	68104737
Europe	Japan	chr1	5700001	5720000	0.0026885773154429	19698	62916	23401224	70203672
Europe	Japan	chr1	5720001	5740000	0.0017176203301069	19589	39972	23271732	69815196
Europe	Japan	chr1	5740001	5760000	0.0113874618714267	18981	256780	22549362	67648350
Europe	Japan	chr1	5760001	5780000	0.0031026248883391	19600	72244	23284800	69854400
Europe	Japan	chr1	5780001	5800000	0.0055408289677152	19051	125403	22632534	67897818
Europe	Japan	chr1	5800001	5820000	0.0078769445065363	19198	179647	22806686	68422210
Europe	Japan	chr1	5820001	5840000	0.0066248982404401	19071	150096	22656348	67969044
Europe	Japan	chr1	5840001	5860000	0.0036968308760842	19743	86708	23454684	70364052
Europe	Japan	chr1	5860001	5880000	0.0079316775000869	19069	179684	22653972	67961916
Europe	Japan	chr1	5880001	5900000	0.0049564602707794	19367	114038	23007952	69024032
Europe	Japan	chr1	5900001	5920000	0.0046206662090906	19382	106394	23025684	69077580
Europe	Japan	chr1	5920001	5940000	0.0046588974659605	19255	106572	22874940	68624820
Europe	Japan	chr1	5940001	5960000	0.0037260095381687	19442	86060	23097096	69291288
Europe	Japan	chr1	5960001	5980000	0.002395627344804	19676	55998	23375088	70125264
Europe	Japan	chr1	5980001	6000000	0.0058495336915387	19326	134301	22959266	68877886
Europe	Japan	chr1	6000001	6020000	0.0029300974619058	19586	68178	23268168	69804504
Europe	Japan	chr1	6020001	6040000	0.0050851630850388	19384	117102	23028170	69084598
Europe	Japan	chr1	6040001	6060000	0.008815619287001	19148	200533	22747466	68243830
Europe	Japan	chr1	6060001	6080000	0.0068819260494987	18958	154995	22522038	67566378
Europe	Japan	chr1	6080001	6100000	0.0056215124914474	19229	128418	22844030	68532178
Europe	Japan	chr1	6100001	6120000	0.0069977283630444	18841	156630	22382978	67149454
Europe	Japan	chr1	6120001	6140000	0.0194305794366797	18400	424651	21854778	65582022
Europe	Japan	chr1	6140001	6160000	0.0063766667034606	19217	145578	22829796	68489388
Europe	Japan	chr1	6160001	6180000	0.0042613952012082	19243	97418	22860588	68582148
Europe	Japan	chr1	6180001	6200000	0.008801643406548	18554	194006	22042020	66126588
Europe	Japan	chr1	6200001	6220000	0.006974444704236	19311	160004	22941468	68824404
Europe	Japan	chr1	6220001	6240000	0.0088132622285627	19032	199268	22610016	67830048
Europe	Japan	chr1	6240001	6260000	0.0096752745191547	19324	222114	22956868	68870780
Europe	Japan	chr1	6260001	6280000	0.0027264009832581	19505	63176	23171940	69515820
Europe	Japan	chr1	6280001	6300000	0.0092530833095625	18945	208256	22506660	67519980
Europe	Japan	chr1	6300001	6320000	0.0030421064965589	19540	70618	23213520	69640560
Europe	Japan	chr1	6320001	6340000	0.0015168474769626	19456	35060	23113728	69341184
Europe	Japan	chr1	6340001	6360000	0.0026950985070795	19279	61727	22903430	68710378
Europe	Japan	chr1	6360001	6380000	0.0017710931816324	19489	41006	23152932	69458796
Europe	Japan	chr1	6380001	6400000	0.0045678796340902	18965	102916	22530366	67591314
Europe	Japan	chr1	6400001	6420000	0.0037183949453793	19389	85650	23034132	69102396
Europe	Japan	chr1	6420001	6440000	0.0063349458240461	18936	142506	22495220	67488652
Europe	Japan	chr1	6440001	6460000	0.0048428824154282	19436	111822	23089968	69269904
Europe	Japan	chr1	6460001	6480000	0.0034026806826559	19441	78588	23095908	69287724
Europe	Japan	chr1	6480001	6500000	0.0034174852370578	19609	79612	23295492	69886476
