pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
Europe	Japan	chr1	740001	760000	0.3773907265329068	526
Europe	Japan	chr1	760001	780000	0.2825241467178203	133
Europe	Japan	chr1	780001	800000	0.1349945723832602	475
Europe	Japan	chr1	800001	820000	0.2453282738022067	440
Europe	Japan	chr1	820001	840000	0.1902780344983272	219
Europe	Japan	chr1	840001	860000	0.2544970847464042	101
Europe	Japan	chr1	860001	880000	0.1601583201689042	216
Europe	Japan	chr1	880001	900000	0.2322967441876016	153
Europe	Japan	chr1	900001	920000	0.3995431004252422	263
Europe	Japan	chr1	920001	940000	0.3458905695713754	344
Europe	Japan	chr1	940001	960000	0.2814078629923635	299
Europe	Japan	chr1	960001	980000	0.2941378138344389	380
Europe	Japan	chr1	980001	1000000	0.3462712336377951	406
Europe	Japan	chr1	1000001	1020000	0.3839760113068609	389
Europe	Japan	chr1	1020001	1040000	0.2758406334715464	264
Europe	Japan	chr1	1040001	1060000	0.1698867020759743	583
Europe	Japan	chr1	1060001	1080000	0.2766954727119692	416
Europe	Japan	chr1	1080001	1100000	0.1906717886057954	797
Europe	Japan	chr1	1100001	1120000	0.1880677148202971	220
Europe	Japan	chr1	1120001	1140000	0.2226466797587652	353
Europe	Japan	chr1	1140001	1160000	0.1647727502145608	312
Europe	Japan	chr1	1160001	1180000	0.1727695311730075	298
Europe	Japan	chr1	1180001	1200000	0.2738758705358398	233
Europe	Japan	chr1	1200001	1220000	0.1837743850902296	201
Europe	Japan	chr1	1220001	1240000	0.1611185302868188	355
Europe	Japan	chr1	1240001	1260000	0.1908301597045473	293
Europe	Japan	chr1	1260001	1280000	0.2182811828495645	206
Europe	Japan	chr1	1280001	1300000	0.1513413237777259	106
Europe	Japan	chr1	1300001	1320000	0.1538048427571133	437
Europe	Japan	chr1	1320001	1340000	0.1049866054715646	302
Europe	Japan	chr1	1340001	1360000	0.1413203370707729	301
Europe	Japan	chr1	1360001	1380000	0.1165025578940152	243
Europe	Japan	chr1	1380001	1400000	0.0466069820361033	255
Europe	Japan	chr1	1400001	1420000	0.0623879440380648	482
Europe	Japan	chr1	1420001	1440000	0.038813237030209	282
Europe	Japan	chr1	1440001	1460000	0.0509752432237815	228
Europe	Japan	chr1	1460001	1480000	0.0036459281832606	147
Europe	Japan	chr1	1480001	1500000	-0.028016512400401	357
Europe	Japan	chr1	1500001	1520000	-0.0263133531460327	536
Europe	Japan	chr1	1520001	1540000	0.073037608293397	270
Europe	Japan	chr1	1540001	1560000	0.0208832911455851	544
Europe	Japan	chr1	1560001	1580000	-0.0134776788483205	367
Europe	Japan	chr1	1580001	1600000	-0.0173935983895681	512
Europe	Japan	chr1	1600001	1620000	0.0671963180437313	385
Europe	Japan	chr1	1620001	1640000	0.2270643706510276	462
Europe	Japan	chr1	1640001	1660000	0.1731376780700315	484
Europe	Japan	chr1	1660001	1680000	0.191191227667464	1034
Europe	Japan	chr1	1680001	1700000	0.1673346256006085	236
Europe	Japan	chr1	1700001	1720000	0.1340041818074801	481
Europe	Japan	chr1	1720001	1740000	0.2004633059740588	222
Europe	Japan	chr1	1740001	1760000	0.1735919971727234	524
Europe	Japan	chr1	1760001	1780000	0.2916418928371572	319
Europe	Japan	chr1	1780001	1800000	0.2816583552525114	326
Europe	Japan	chr1	1800001	1820000	0.3192546279982319	434
Europe	Japan	chr1	1820001	1840000	0.1277044544531748	404
Europe	Japan	chr1	1840001	1860000	0.1447645954726788	878
Europe	Japan	chr1	1860001	1880000	0.2661452441179087	324
Europe	Japan	chr1	1880001	1900000	0.2019804269945042	178
Europe	Japan	chr1	1900001	1920000	0.1596776871978659	499
Europe	Japan	chr1	1920001	1940000	0.2296720126831245	362
Europe	Japan	chr1	1940001	1960000	0.2364829288692087	287
Europe	Japan	chr1	1960001	1980000	0.435816196855639	438
Europe	Japan	chr1	1980001	2000000	0.3523204242441083	375
Europe	Japan	chr1	2000001	2020000	0.2785154916055218	242
Europe	Japan	chr1	2020001	2040000	0.119350541286644	178
Europe	Japan	chr1	2040001	2060000	0.0895316170109175	197
Europe	Japan	chr1	2060001	2080000	0.2789509894578409	325
Europe	Japan	chr1	2080001	2100000	0.3334543467648908	218
Europe	Japan	chr1	2100001	2120000	0.3308595407190524	746
Europe	Japan	chr1	2120001	2140000	0.3754053743407775	664
Europe	Japan	chr1	2140001	2160000	0.5157685136253907	222
Europe	Japan	chr1	2160001	2180000	0.5706398359491681	277
Europe	Japan	chr1	2180001	2200000	0.5924575202645563	391
Europe	Japan	chr1	2200001	2220000	0.4338140239641921	466
Europe	Japan	chr1	2220001	2240000	0.2216827692921821	254
Europe	Japan	chr1	2240001	2260000	0.1482413041636869	156
Europe	Japan	chr1	2260001	2280000	0.1926186783989015	213
Europe	Japan	chr1	2280001	2300000	0.2451589441041947	300
Europe	Japan	chr1	2300001	2320000	0.0473398925811528	408
Europe	Japan	chr1	2320001	2340000	0.0248742344876413	680
Europe	Japan	chr1	2340001	2360000	0.0698687847146774	386
Europe	Japan	chr1	2360001	2380000	0.0931126941923515	540
Europe	Japan	chr1	2380001	2400000	0.0531438249086303	562
Europe	Japan	chr1	2400001	2420000	-0.0027082336481747	51
Europe	Japan	chr1	2420001	2440000	0.1375062891836099	324
Europe	Japan	chr1	2440001	2460000	0.1320469959688473	443
Europe	Japan	chr1	2460001	2480000	0.0611131284406279	301
Europe	Japan	chr1	2480001	2500000	0.1266379726587248	564
Europe	Japan	chr1	2500001	2520000	0.1123771237990659	556
Europe	Japan	chr1	2520001	2540000	0.0782734513612838	339
Europe	Japan	chr1	2540001	2560000	0.0308284021420459	286
Europe	Japan	chr1	2560001	2580000	0.0082599421272585	340
Europe	Japan	chr1	2580001	2600000	0.1071817931691252	268
Europe	Japan	chr1	2600001	2620000	0.0715919932415116	365
Europe	Japan	chr1	2620001	2640000	0.0870606348362488	230
Europe	Japan	chr1	2640001	2660000	0.0329861533357632	409
Europe	Japan	chr1	2660001	2680000	0.0901990123165522	257
Europe	Japan	chr1	2680001	2700000	0.0203588696694188	586
Europe	Japan	chr1	2700001	2720000	0.0062429425919823	177
Europe	Japan	chr1	2720001	2740000	0.0203161098918944	811
Europe	Japan	chr1	2740001	2760000	0.0340847886382884	718
Europe	Japan	chr1	2760001	2780000	0.0811836193229889	135
Europe	Japan	chr1	2780001	2800000	0.0554433518094932	326
Europe	Japan	chr1	2800001	2820000	0.0307298325725513	452
Europe	Japan	chr1	2820001	2840000	0.0479434311481273	210
Europe	Japan	chr1	2840001	2860000	-0.0140058371585647	840
Europe	Japan	chr1	2860001	2880000	0.0591099699720587	664
Europe	Japan	chr1	2880001	2900000	0.0747051071024923	422
Europe	Japan	chr1	2900001	2920000	0.021826276865451	538
Europe	Japan	chr1	2920001	2940000	0.1242638792986325	192
Europe	Japan	chr1	2940001	2960000	0.0991799546749164	221
Europe	Japan	chr1	2960001	2980000	0.2982195841478944	373
Europe	Japan	chr1	2980001	3000000	0.2222822388086423	161
Europe	Japan	chr1	3000001	3020000	0.1848399785505362	348
Europe	Japan	chr1	3020001	3040000	0.1819963437447607	215
Europe	Japan	chr1	3040001	3060000	0.311861704966428	433
Europe	Japan	chr1	3060001	3080000	0.3518024098711995	167
Europe	Japan	chr1	3080001	3100000	0.3685480695164199	509
Europe	Japan	chr1	3100001	3120000	0.2664896072998262	151
Europe	Japan	chr1	3120001	3140000	0.1779321826795388	447
Europe	Japan	chr1	3140001	3160000	0.1725447973097456	85
Europe	Japan	chr1	3160001	3180000	0.2504044249546514	126
Europe	Japan	chr1	3180001	3200000	0.1854109185515282	106
Europe	Japan	chr1	3200001	3220000	0.1669637182022808	344
Europe	Japan	chr1	3220001	3240000	0.141372638329585	725
Europe	Japan	chr1	3240001	3260000	0.159708557905695	276
Europe	Japan	chr1	3260001	3280000	0.1677961010903705	664
Europe	Japan	chr1	3280001	3300000	0.3261411891795783	1328
Europe	Japan	chr1	3300001	3320000	0.2774548331286136	750
Europe	Japan	chr1	3320001	3340000	0.2964553968563952	325
Europe	Japan	chr1	3340001	3360000	0.2527419391142021	416
Europe	Japan	chr1	3360001	3380000	0.2080886164285633	333
Europe	Japan	chr1	3380001	3400000	0.1167974808757131	715
Europe	Japan	chr1	3400001	3420000	0.018598639117294	564
Europe	Japan	chr1	3420001	3440000	0.2565939092242045	531
Europe	Japan	chr1	3440001	3460000	0.2426494304567879	60
Europe	Japan	chr1	3460001	3480000	0.2283770762245757	483
Europe	Japan	chr1	3480001	3500000	0.0869922886869025	632
Europe	Japan	chr1	3500001	3520000	0.0410693076191784	488
Europe	Japan	chr1	3520001	3540000	0.1267641370629162	299
Europe	Japan	chr1	3540001	3560000	0.0863575271117204	364
Europe	Japan	chr1	3560001	3580000	0.1660012746482935	766
Europe	Japan	chr1	3580001	3600000	0.1196969951382101	453
Europe	Japan	chr1	3600001	3620000	0.1047229907939571	321
Europe	Japan	chr1	3620001	3640000	0.0878209701179038	383
Europe	Japan	chr1	3640001	3660000	0.0702126613184255	311
Europe	Japan	chr1	3660001	3680000	0.0677226335097888	562
Europe	Japan	chr1	3680001	3700000	0.1354961057193642	315
Europe	Japan	chr1	3700001	3720000	0.2400954483426637	175
Europe	Japan	chr1	3720001	3740000	0.2187173495706418	418
Europe	Japan	chr1	3740001	3760000	0.2287194951199933	330
Europe	Japan	chr1	3760001	3780000	0.1694519074164416	195
Europe	Japan	chr1	3780001	3800000	0.1333314379327441	405
Europe	Japan	chr1	3800001	3820000	0.1946027529552242	590
Europe	Japan	chr1	3820001	3840000	0.0928719204695094	736
Europe	Japan	chr1	3840001	3860000	0.1004387867891099	707
Europe	Japan	chr1	3860001	3880000	0.1472718736677934	429
Europe	Japan	chr1	3880001	3900000	0.1744290653308404	532
Europe	Japan	chr1	3900001	3920000	0.0775182038077336	380
Europe	Japan	chr1	3920001	3940000	0.0836294181334227	888
Europe	Japan	chr1	3940001	3960000	0.0520236047949655	663
Europe	Japan	chr1	3960001	3980000	0.0376813783899584	411
Europe	Japan	chr1	3980001	4000000	0.070304610500861	666
Europe	Japan	chr1	4000001	4020000	0.0846939785568751	732
Europe	Japan	chr1	4020001	4040000	0.0747646040904304	554
Europe	Japan	chr1	4040001	4060000	0.1019079346312806	545
Europe	Japan	chr1	4060001	4080000	0.0475704082041942	533
Europe	Japan	chr1	4080001	4100000	0.1857049203921633	223
Europe	Japan	chr1	4100001	4120000	0.0596536707527173	205
Europe	Japan	chr1	4120001	4140000	0.0496956267396249	738
Europe	Japan	chr1	4140001	4160000	0.0904717307703414	522
Europe	Japan	chr1	4160001	4180000	0.0456219965687482	682
Europe	Japan	chr1	4180001	4200000	0.0300417677093485	858
Europe	Japan	chr1	4200001	4220000	0.092261526102039	489
Europe	Japan	chr1	4220001	4240000	0.0749698071825814	271
Europe	Japan	chr1	4240001	4260000	0.0946262617109856	666
Europe	Japan	chr1	4260001	4280000	0.1694210758660411	329
Europe	Japan	chr1	4280001	4300000	0.2944029822862469	175
Europe	Japan	chr1	4300001	4320000	0.1807740598966038	590
Europe	Japan	chr1	4320001	4340000	0.3290619410446025	311
Europe	Japan	chr1	4340001	4360000	0.1248758891210103	120
Europe	Japan	chr1	4360001	4380000	0.1667218982494786	594
Europe	Japan	chr1	4380001	4400000	0.1830981890156651	336
Europe	Japan	chr1	4400001	4420000	0.1111809702503762	453
Europe	Japan	chr1	4420001	4440000	0.1429788455679378	198
Europe	Japan	chr1	4440001	4460000	0.0403952946961776	230
Europe	Japan	chr1	4460001	4480000	0.265194445140191	382
Europe	Japan	chr1	4480001	4500000	0.2225284926502679	218
Europe	Japan	chr1	4500001	4520000	0.1362399547836998	704
Europe	Japan	chr1	4520001	4540000	0.1012933556993143	493
Europe	Japan	chr1	4540001	4560000	0.0265571660293064	621
Europe	Japan	chr1	4560001	4580000	0.1114554743048462	337
Europe	Japan	chr1	4580001	4600000	0.1466851779875911	358
Europe	Japan	chr1	4600001	4620000	0.1510321743222397	383
Europe	Japan	chr1	4620001	4640000	0.1752845783345495	564
Europe	Japan	chr1	4640001	4660000	0.1794470699969619	711
Europe	Japan	chr1	4660001	4680000	0.3086612283136489	265
Europe	Japan	chr1	4680001	4700000	0.173589537745649	284
Europe	Japan	chr1	4700001	4720000	0.0710368873808651	785
Europe	Japan	chr1	4720001	4740000	0.1170662500625457	318
Europe	Japan	chr1	4740001	4760000	0.0660774211994284	555
Europe	Japan	chr1	4760001	4780000	0.1090512769234655	328
Europe	Japan	chr1	4780001	4800000	0.0590957632163086	251
Europe	Japan	chr1	4800001	4820000	0.0709954967364975	568
Europe	Japan	chr1	4820001	4840000	0.1738028632855682	438
Europe	Japan	chr1	4840001	4860000	0.1777177504894305	612
Europe	Japan	chr1	4860001	4880000	0.1395413710644213	371
Europe	Japan	chr1	4880001	4900000	0.0359907179586977	850
Europe	Japan	chr1	4900001	4920000	0.0633123169876996	516
Europe	Japan	chr1	4920001	4940000	0.1791143112343399	278
Europe	Japan	chr1	4940001	4960000	0.2914875333443424	567
Europe	Japan	chr1	4960001	4980000	0.1488328357309796	607
Europe	Japan	chr1	4980001	5000000	0.0835150790937208	391
Europe	Japan	chr1	5000001	5020000	0.0759242230751987	317
Europe	Japan	chr1	5020001	5040000	0.0742651718305981	738
Europe	Japan	chr1	5040001	5060000	0.0566902996906762	500
Europe	Japan	chr1	5060001	5080000	0.2096614773743315	461
Europe	Japan	chr1	5080001	5100000	0.2389568730061213	367
Europe	Japan	chr1	5100001	5120000	0.2445987759311439	745
Europe	Japan	chr1	5120001	5140000	0.11358831986604	424
Europe	Japan	chr1	5140001	5160000	0.0894556077731606	678
Europe	Japan	chr1	5160001	5180000	0.1552275794908266	670
Europe	Japan	chr1	5180001	5200000	0.1704779127240004	882
Europe	Japan	chr1	5200001	5220000	0.1748046643058664	449
Europe	Japan	chr1	5220001	5240000	0.1285472861734587	383
Europe	Japan	chr1	5240001	5260000	0.146701545747484	361
Europe	Japan	chr1	5260001	5280000	0.1258486384152606	919
Europe	Japan	chr1	5280001	5300000	0.1639178388278101	504
Europe	Japan	chr1	5300001	5320000	0.2350838257811675	341
Europe	Japan	chr1	5320001	5340000	0.1689829189545656	150
Europe	Japan	chr1	5340001	5360000	0.121362797979068	484
Europe	Japan	chr1	5360001	5380000	0.1004943520183052	315
Europe	Japan	chr1	5380001	5400000	0.069106310581721	689
Europe	Japan	chr1	5400001	5420000	0.1377337786958511	517
Europe	Japan	chr1	5420001	5440000	0.0404151941889869	487
Europe	Japan	chr1	5440001	5460000	0.0474753586094394	576
Europe	Japan	chr1	5460001	5480000	0.1329372774316698	309
Europe	Japan	chr1	5480001	5500000	0.2165781347518722	196
Europe	Japan	chr1	5500001	5520000	0.3331843640029091	959
Europe	Japan	chr1	5520001	5540000	0.3392378656743536	501
Europe	Japan	chr1	5540001	5560000	0.1269525961604844	1055
Europe	Japan	chr1	5560001	5580000	0.1745896464416062	370
Europe	Japan	chr1	5580001	5600000	0.113915941024953	230
Europe	Japan	chr1	5600001	5620000	0.2653446736117781	539
Europe	Japan	chr1	5620001	5640000	0.1873198509137028	192
Europe	Japan	chr1	5640001	5660000	0.109722504038354	644
Europe	Japan	chr1	5660001	5680000	0.1694377922683936	346
Europe	Japan	chr1	5680001	5700000	0.3512610306966253	649
Europe	Japan	chr1	5700001	5720000	0.1801296207724755	249
Europe	Japan	chr1	5720001	5740000	0.1085380393731119	194
Europe	Japan	chr1	5740001	5760000	0.1297805382435437	680
Europe	Japan	chr1	5760001	5780000	0.2169951635629303	212
Europe	Japan	chr1	5780001	5800000	0.1660114223742286	394
Europe	Japan	chr1	5800001	5820000	0.3219476289856487	550
Europe	Japan	chr1	5820001	5840000	0.3041440626120419	483
Europe	Japan	chr1	5840001	5860000	0.4522013038967026	182
Europe	Japan	chr1	5860001	5880000	0.2750428644862382	609
Europe	Japan	chr1	5880001	5900000	0.2015875540389232	434
Europe	Japan	chr1	5900001	5920000	0.1923039703491658	393
Europe	Japan	chr1	5920001	5940000	0.186084449500673	405
Europe	Japan	chr1	5940001	5960000	0.1939306607802815	335
Europe	Japan	chr1	5960001	5980000	0.2084482210881351	220
Europe	Japan	chr1	5980001	6000000	0.1548958440791632	551
Europe	Japan	chr1	6000001	6020000	0.2292214933230739	271
Europe	Japan	chr1	6020001	6040000	0.1256215700570899	501
Europe	Japan	chr1	6040001	6060000	0.2016231511717415	669
Europe	Japan	chr1	6060001	6080000	0.1835605190546102	592
Europe	Japan	chr1	6080001	6100000	0.0844945565050805	524
Europe	Japan	chr1	6100001	6120000	0.0941923341839102	647
Europe	Japan	chr1	6120001	6140000	0.235512410857694	1147
Europe	Japan	chr1	6140001	6160000	0.5391192281224498	420
Europe	Japan	chr1	6160001	6180000	0.2062092114156679	405
Europe	Japan	chr1	6180001	6200000	0.2298170407324345	934
Europe	Japan	chr1	6200001	6220000	0.2664909632367966	660
Europe	Japan	chr1	6220001	6240000	0.3395637891233253	664
Europe	Japan	chr1	6240001	6260000	0.3983846053778959	559
Europe	Japan	chr1	6260001	6280000	0.2747611498291712	240
Europe	Japan	chr1	6280001	6300000	0.1059714803884154	779
Europe	Japan	chr1	6300001	6320000	0.0967527060524956	300
Europe	Japan	chr1	6320001	6340000	0.1514852877561957	143
Europe	Japan	chr1	6340001	6360000	0.2844746080467531	268
Europe	Japan	chr1	6360001	6380000	0.2996188002305732	169
Europe	Japan	chr1	6380001	6400000	0.2349611031747747	538
Europe	Japan	chr1	6400001	6420000	0.1944233115917284	340
Europe	Japan	chr1	6420001	6440000	0.2498035633479089	489
Europe	Japan	chr1	6440001	6460000	0.294377525071351	361
Europe	Japan	chr1	6460001	6480000	0.1545393644804232	294
Europe	Japan	chr1	6480001	6500000	0.1597866867145961	298
Europe	Japan	chr1	6500001	6520000	0.114377967019518	500
Europe	Japan	chr1	6520001	6540000	0.2024562539641956	396
Europe	Japan	chr1	6540001	6560000	0.1241022587434143	585
Europe	Japan	chr1	6560001	6580000	0.1318031829568813	486
Europe	Japan	chr1	6580001	6600000	0.0546983981251566	830
Europe	Japan	chr1	6600001	6620000	0.1284844973120006	524
Europe	Japan	chr1	6620001	6640000	0.0849520641387619	1129
Europe	Japan	chr1	6640001	6660000	0.1134800495852812	481
Europe	Japan	chr1	6660001	6680000	0.1782185252738957	914
Europe	Japan	chr1	6680001	6700000	0.0787834415361531	507
Europe	Japan	chr1	6700001	6720000	0.1289874471294751	518
Europe	Japan	chr1	6720001	6740000	0.1603027548351391	404
Europe	Japan	chr1	6740001	6760000	0.0792054029641885	571
Europe	Japan	chr1	6760001	6780000	0.079611211898813	265
Europe	Japan	chr1	6780001	6800000	0.1950314616917016	132
Europe	Japan	chr1	6800001	6820000	0.0887371334206141	342
Europe	Japan	chr1	6820001	6840000	0.1142686419086324	307
Europe	Japan	chr1	6840001	6860000	0.0713525683318564	362
Europe	Japan	chr1	6860001	6880000	0.4396241236577625	280
Europe	Japan	chr1	6880001	6900000	0.2016825500800151	229
Europe	Japan	chr1	6900001	6920000	0.1681017203833488	179
Europe	Japan	chr1	6920001	6940000	0.1899648167562104	693
Europe	Japan	chr1	6940001	6960000	0.1182956551187953	259
Europe	Japan	chr1	6960001	6980000	0.1463107582789687	328
Europe	Japan	chr1	6980001	7000000	0.3100973552490846	603
Europe	Japan	chr1	7000001	7020000	0.2481713684280315	439
Europe	Japan	chr1	7020001	7040000	0.2763308213221382	291
Europe	Japan	chr1	7040001	7060000	0.3086691126778561	623
Europe	Japan	chr1	7060001	7080000	0.2627876818030941	318
Europe	Japan	chr1	7080001	7100000	0.247777133847007	372
Europe	Japan	chr1	7100001	7120000	0.193412634712156	807
Europe	Japan	chr1	7120001	7140000	0.2637228008199563	563
Europe	Japan	chr1	7140001	7160000	0.2260529947994099	260
Europe	Japan	chr1	7160001	7180000	0.0699141748408451	443
Europe	Japan	chr1	7180001	7200000	0.1803080774358489	458
Europe	Japan	chr1	7200001	7220000	0.2038982053136403	315
Europe	Japan	chr1	7220001	7240000	0.1179930627669426	288
Europe	Japan	chr1	7240001	7260000	0.1707182876793191	382
Europe	Japan	chr1	7260001	7280000	0.234342627922794	450
Europe	Japan	chr1	7280001	7300000	0.0992832735788608	574
Europe	Japan	chr1	7300001	7320000	0.1211644790828049	497
Europe	Japan	chr1	7320001	7340000	0.0724446588125749	118
Europe	Japan	chr1	7340001	7360000	0.2505432079158175	610
Europe	Japan	chr1	7360001	7380000	0.1577336587523493	257
Europe	Japan	chr1	7380001	7400000	0.2049667818331377	224
Europe	Japan	chr1	7400001	7420000	0.3589547403181982	171
Europe	Japan	chr1	7420001	7440000	0.2239701430882315	219
Europe	Japan	chr1	7440001	7460000	0.1257610164585453	676
Europe	Japan	chr1	7460001	7480000	0.262005050848597	584
Europe	Japan	chr1	7480001	7500000	0.1938805998703323	355
Europe	Japan	chr1	7500001	7520000	0.1875390754458772	501
Europe	Japan	chr1	7520001	7540000	0.1806482860640154	593
Europe	Japan	chr1	7540001	7560000	0.1953470712215438	283
Europe	Japan	chr1	7560001	7580000	0.1567228322573855	793
Europe	Japan	chr1	7580001	7600000	0.1287838922271922	679
Europe	Japan	chr1	7600001	7620000	0.1827374725744512	330
Europe	Japan	chr1	7620001	7640000	0.0563134114528951	283
Europe	Japan	chr1	7640001	7660000	0.0752952257262755	379
Europe	Japan	chr1	7660001	7680000	0.0610915494334554	680
Europe	Japan	chr1	7680001	7700000	0.1221516370261872	460
Europe	Japan	chr1	7700001	7720000	0.0685063444688844	94
Europe	Japan	chr1	7720001	7740000	0.1349914732172009	173
Europe	Japan	chr1	7740001	7760000	0.1459935131171177	379
Europe	Japan	chr1	7760001	7780000	0.2217963819242026	677
Europe	Japan	chr1	7780001	7800000	0.0635588390971597	230
Europe	Japan	chr1	7800001	7820000	0.0830888582536738	737
Europe	Japan	chr1	7820001	7840000	0.1139810534723143	328
Europe	Japan	chr1	7840001	7860000	0.1104938522695628	796
Europe	Japan	chr1	7860001	7880000	0.1528785651560206	658
Europe	Japan	chr1	7880001	7900000	0.1355549985891147	551
Europe	Japan	chr1	7900001	7920000	0.177554576036431	187
Europe	Japan	chr1	7920001	7940000	0.1649481352229805	406
Europe	Japan	chr1	7940001	7960000	0.2175248742381329	297
Europe	Japan	chr1	7960001	7980000	0.2302192784898162	446
Europe	Japan	chr1	7980001	8000000	0.346098541448099	280
Europe	Japan	chr1	8000001	8020000	0.2970888530529115	198
Europe	Japan	chr1	8020001	8040000	0.2618035280668468	307
Europe	Japan	chr1	8040001	8060000	0.2826658064037696	106
Europe	Japan	chr1	8060001	8080000	0.2477920320837519	198
Europe	Japan	chr1	8080001	8100000	0.3665715990112171	220
Europe	Japan	chr1	8100001	8120000	0.269444884940945	176
Europe	Japan	chr1	8120001	8140000	0.1604982542437046	278
Europe	Japan	chr1	8140001	8160000	0.2126399083082433	56
Europe	Japan	chr1	8160001	8180000	0.1039542598056839	78
Europe	Japan	chr1	8180001	8200000	0.1865698319525617	100
Europe	Japan	chr1	8200001	8220000	0.3242243424275531	255
Europe	Japan	chr1	8220001	8240000	0.3027238491816924	342
Europe	Japan	chr1	8240001	8260000	0.2208733739146731	474
Europe	Japan	chr1	8260001	8280000	0.1505387756376483	512
Europe	Japan	chr1	8280001	8300000	0.1564618378106954	160
Europe	Japan	chr1	8300001	8320000	0.1908432984282016	196
Europe	Japan	chr1	8320001	8340000	0.1521851605680535	282
Europe	Japan	chr1	8340001	8360000	0.1293175821951625	547
Europe	Japan	chr1	8360001	8380000	0.2556983594080814	332
Europe	Japan	chr1	8380001	8400000	0.296299395300322	489
Europe	Japan	chr1	8400001	8420000	0.1925658025451353	306
Europe	Japan	chr1	8420001	8440000	0.1419803314102035	646
Europe	Japan	chr1	8440001	8460000	0.1690871763099803	997
Europe	Japan	chr1	8460001	8480000	0.1987350570412503	898
Europe	Japan	chr1	8480001	8500000	0.1017726281304062	1708
Europe	Japan	chr1	8500001	8520000	0.2261642944007312	340
Europe	Japan	chr1	8520001	8540000	0.22208361288085	364
Europe	Japan	chr1	8540001	8560000	0.2686022745062599	294
Europe	Japan	chr1	8560001	8580000	0.1902330422117671	435
Europe	Japan	chr1	8580001	8600000	0.1489805103160658	854
Europe	Japan	chr1	8600001	8620000	0.3834064874941928	269
Europe	Japan	chr1	8620001	8640000	0.2847742879305687	1125
Europe	Japan	chr1	8640001	8660000	0.2749231218965873	326
Europe	Japan	chr1	8660001	8680000	0.2558106286299141	322
Europe	Japan	chr1	8680001	8700000	0.3024060690139664	301
Europe	Japan	chr1	8700001	8720000	0.1384670264325336	402
Europe	Japan	chr1	8720001	8740000	0.3310470072358815	598
Europe	Japan	chr1	8740001	8760000	0.2779914525109979	518
Europe	Japan	chr1	8760001	8780000	0.2347049901720256	721
Europe	Japan	chr1	8780001	8800000	0.3068976100769095	330
Europe	Japan	chr1	8800001	8820000	0.2106146844842081	243
Europe	Japan	chr1	8820001	8840000	0.2441201243312451	238
Europe	Japan	chr1	8840001	8860000	0.260304804322969	524
Europe	Japan	chr1	8860001	8880000	0.3667206265084415	119
Europe	Japan	chr1	8880001	8900000	0.252343702902064	233
Europe	Japan	chr1	8900001	8920000	0.2243478606468023	374
Europe	Japan	chr1	8920001	8940000	0.2960326736241576	250
Europe	Japan	chr1	8940001	8960000	0.1542012817096684	152
Europe	Japan	chr1	8960001	8980000	0.1064376399035447	339
Europe	Japan	chr1	8980001	9000000	0.2039432317604	600
Europe	Japan	chr1	9000001	9020000	0.2345610792534593	313
Europe	Japan	chr1	9020001	9040000	0.1307610108063719	710
